date,aircraft_official,helicopter_official,tank_official,APC_official,field_artillery_official,MRL_official,military_auto_official,fuel_tank_official,drone_official,naval_ship_official,anti_aircraft_warfare_official,special_equipment_official,mobile_SRBM_system_official,vehicles_and_fuel_tanks_official,cruise_missiles_official,submarines_official,ground_robotic_systems_official,APC_ws,MRL_ws,aircraft_ws,anti_aircraft_warfare_ws,drone_ws,field_artillery_ws,helicopter_ws,naval_ship_ws,tank_ws
2024-04-08,0.0,0.0,13.0,24.0,40.0,3.0,100.0,60.0,40.0,0.0,2.0,3.0,0.0,39.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
2024-04-09,0.0,0.0,23.0,45.0,30.0,0.0,100.0,60.0,37.0,0.0,2.0,1.0,0.0,71.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,6.0
2024-04-10,0.0,0.0,22.0,47.0,18.0,1.0,100.0,60.0,37.0,0.0,0.0,8.0,0.0,67.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
2024-04-11,0.0,0.0,5.0,12.0,48.0,0.0,100.0,60.0,34.0,0.0,1.0,6.0,0.0,50.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
2024-04-12,0.0,0.0,9.0,19.0,34.0,2.0,100.0,60.0,57.0,0.0,1.0,6.0,0.0,41.0,18.0,0.0,0.0,11.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0
2024-04-13,0.0,0.0,23.0,47.0,32.0,3.0,100.0,60.0,40.0,0.0,1.0,5.0,0.0,57.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0
2024-04-14,0.0,0.0,5.0,20.0,34.0,1.0,100.0,60.0,34.0,0.0,2.0,12.0,0.0,63.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-15,0.0,0.0,6.0,31.0,41.0,0.0,100.0,60.0,31.0,0.0,0.0,3.0,0.0,51.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-04-16,0.0,0.0,9.0,13.0,16.0,0.0,100.0,60.0,11.0,0.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
2024-04-17,0.0,0.0,4.0,18.0,15.0,0.0,100.0,60.0,2.0,0.0,1.0,2.0,0.0,24.0,1.0,0.0,0.0,9.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0
2024-04-18,0.0,0.0,3.0,8.0,13.0,0.0,100.0,60.0,5.0,0.0,0.0,5.0,0.0,31.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
2024-04-19,0.0,0.0,9.0,17.0,21.0,0.0,100.0,60.0,27.0,0.0,2.0,0.0,0.0,53.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2024-04-20,1.0,0.0,8.0,21.0,20.0,0.0,100.0,60.0,30.0,0.0,1.0,3.0,0.0,46.0,13.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-04-21,0.0,0.0,16.0,23.0,41.0,0.0,100.0,60.0,38.0,0.0,4.0,8.0,0.0,68.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-22,0.0,0.0,7.0,8.0,17.0,0.0,100.0,60.0,5.0,0.0,1.0,8.0,0.0,27.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
2024-04-23,0.0,0.0,5.0,12.0,29.0,0.0,100.0,60.0,23.0,0.0,1.0,2.0,0.0,33.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-24,0.0,0.0,1.0,12.0,43.0,2.0,100.0,60.0,32.0,0.0,2.0,8.0,0.0,47.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2024-04-25,0.0,0.0,13.0,14.0,28.0,1.0,100.0,60.0,10.0,0.0,1.0,2.0,0.0,57.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-04-26,0.0,0.0,7.0,15.0,31.0,0.0,100.0,60.0,12.0,0.0,0.0,16.0,0.0,35.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0
2024-04-27,0.0,0.0,6.0,14.0,38.0,0.0,100.0,60.0,24.0,0.0,3.0,6.0,0.0,35.0,5.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0
2024-04-28,0.0,0.0,11.0,20.0,43.0,1.0,100.0,60.0,22.0,0.0,1.0,3.0,0.0,46.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
2024-04-29,0.0,0.0,6.0,16.0,37.0,1.0,100.0,60.0,21.0,0.0,2.0,3.0,0.0,44.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0
2024-04-30,0.0,0.0,22.0,39.0,26.0,2.0,100.0,60.0,3.0,0.0,1.0,3.0,0.0,33.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2024-05-01,0.0,0.0,5.0,21.0,13.0,0.0,100.0,60.0,7.0,0.0,1.0,3.0,0.0,33.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0
2024-05-02,0.0,0.0,20.0,29.0,20.0,0.0,100.0,60.0,23.0,0.0,4.0,8.0,0.0,49.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0
2024-05-03,0.0,0.0,22.0,33.0,58.0,0.0,100.0,60.0,19.0,0.0,2.0,5.0,0.0,42.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2024-05-04,0.0,0.0,12.0,27.0,46.0,2.0,100.0,60.0,31.0,0.0,2.0,8.0,0.0,71.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2024-05-05,1.0,0.0,9.0,23.0,64.0,2.0,100.0,60.0,25.0,0.0,2.0,1.0,0.0,81.0,20.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
2024-05-06,0.0,0.0,5.0,34.0,38.0,0.0,100.0,60.0,47.0,0.0,1.0,6.0,0.0,59.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
2024-05-07,0.0,0.0,25.0,14.0,37.0,0.0,100.0,60.0,34.0,0.0,1.0,9.0,0.0,32.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2024-05-08,0.0,0.0,13.0,19.0,30.0,0.0,100.0,60.0,11.0,0.0,0.0,2.0,0.0,40.0,2.0,0.0,0.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0
2024-05-09,0.0,0.0,11.0,35.0,23.0,1.0,100.0,60.0,47.0,0.0,1.0,8.0,0.0,69.0,41.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
2024-05-10,0.0,0.0,5.0,32.0,47.0,4.0,100.0,60.0,51.0,0.0,2.0,4.0,0.0,73.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-05-11,0.0,0.0,15.0,40.0,55.0,2.0,100.0,60.0,42.0,0.0,1.0,9.0,0.0,64.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2024-05-12,1.0,0.0,5.0,22.0,30.0,2.0,100.0,60.0,42.0,0.0,1.0,2.0,0.0,64.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0
2024-05-13,0.0,0.0,31.0,42.0,15.0,4.0,100.0,60.0,26.0,0.0,0.0,6.0,0.0,59.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2024-05-14,1.0,0.0,11.0,43.0,28.0,0.0,100.0,60.0,49.0,0.0,1.0,6.0,0.0,29.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0
2024-05-15,0.0,0.0,14.0,48.0,23.0,0.0,100.0,60.0,30.0,0.0,0.0,7.0,0.0,48.0,2.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0
2024-05-16,0.0,0.0,19.0,30.0,27.0,0.0,100.0,60.0,13.0,0.0,0.0,1.0,0.0,93.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
2024-05-17,2.0,1.0,18.0,14.0,38.0,1.0,100.0,60.0,45.0,0.0,2.0,7.0,0.0,56.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
2024-05-18,1.0,0.0,13.0,43.0,36.0,0.0,100.0,60.0,35.0,0.0,1.0,6.0,0.0,65.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0
2024-05-19,0.0,0.0,16.0,35.0,48.0,3.0,100.0,60.0,47.0,0.0,2.0,2.0,0.0,82.0,1.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0
2024-05-20,0.0,0.0,14.0,35.0,50.0,2.0,100.0,60.0,81.0,1.0,4.0,2.0,0.0,60.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
2024-05-21,0.0,0.0,15.0,34.0,42.0,1.0,100.0,60.0,54.0,0.0,4.0,6.0,0.0,72.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0
2024-05-22,0.0,0.0,6.0,22.0,41.0,0.0,100.0,60.0,56.0,0.0,1.0,5.0,0.0,59.0,1.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
2024-05-23,1.0,0.0,11.0,27.0,40.0,0.0,100.0,60.0,45.0,0.0,1.0,4.0,0.0,71.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0
2024-05-24,1.0,0.0,13.0,27.0,42.0,3.0,100.0,60.0,10.0,0.0,0.0,7.0,0.0,56.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
2024-05-25,0.0,0.0,15.0,11.0,27.0,2.0,100.0,60.0,13.0,0.0,1.0,3.0,0.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2024-05-26,1.0,0.0,12.0,17.0,24.0,1.0,100.0,60.0,11.0,0.0,0.0,7.0,0.0,31.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
2024-05-27,0.0,0.0,9.0,15.0,28.0,1.0,100.0,60.0,42.0,0.0,1.0,7.0,0.0,55.0,12.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-05-28,0.0,0.0,21.0,40.0,48.0,1.0,100.0,60.0,15.0,0.0,0.0,4.0,0.0,46.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2024-05-29,0.0,0.0,8.0,33.0,37.0,2.0,100.0,60.0,28.0,0.0,0.0,20.0,0.0,56.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0
2024-05-30,0.0,0.0,10.0,22.0,35.0,1.0,100.0,60.0,22.0,0.0,0.0,11.0,0.0,53.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0
2024-05-31,0.0,0.0,18.0,22.0,39.0,0.0,100.0,60.0,55.0,0.0,0.0,11.0,0.0,56.0,7.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0
2024-06-01,0.0,0.0,12.0,12.0,44.0,0.0,100.0,60.0,30.0,0.0,0.0,17.0,0.0,101.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
2024-06-02,0.0,0.0,25.0,33.0,49.0,1.0,100.0,60.0,82.0,0.0,6.0,14.0,0.0,86.0,38.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,7.0
2024-06-03,0.0,0.0,14.0,22.0,47.0,1.0,100.0,60.0,40.0,0.0,3.0,4.0,0.0,67.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0
2024-06-04,0.0,0.0,15.0,18.0,65.0,2.0,100.0,60.0,27.0,0.0,3.0,12.0,0.0,69.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0
2024-06-05,0.0,0.0,12.0,16.0,40.0,0.0,100.0,60.0,39.0,0.0,3.0,12.0,0.0,69.0,2.0,0.0,0.0,8.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,6.0
2024-06-06,0.0,0.0,22.0,40.0,48.0,3.0,100.0,60.0,41.0,0.0,1.0,7.0,0.0,63.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0
2024-06-07,0.0,0.0,6.0,20.0,64.0,0.0,100.0,60.0,40.0,1.0,2.0,8.0,0.0,56.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
2024-06-08,0.0,0.0,9.0,9.0,36.0,0.0,100.0,60.0,59.0,0.0,1.0,10.0,0.0,68.0,7.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0
2024-06-09,0.0,0.0,26.0,26.0,60.0,2.0,100.0,60.0,37.0,0.0,2.0,5.0,0.0,78.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
2024-06-10,1.0,0.0,10.0,13.0,51.0,1.0,100.0,60.0,28.0,0.0,1.0,14.0,0.0,56.0,1.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0
2024-06-11,1.0,0.0,23.0,32.0,46.0,1.0,100.0,60.0,13.0,0.0,5.0,21.0,0.0,58.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2024-06-12,0.0,0.0,9.0,11.0,46.0,0.0,100.0,60.0,19.0,0.0,2.0,2.0,0.0,60.0,2.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0
2024-06-13,0.0,0.0,17.0,21.0,34.0,0.0,100.0,60.0,33.0,0.0,2.0,4.0,0.0,58.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2024-06-14,0.0,0.0,8.0,26.0,48.0,2.0,100.0,60.0,22.0,0.0,3.0,16.0,0.0,60.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
2024-06-15,0.0,0.0,20.0,29.0,37.0,2.0,100.0,60.0,51.0,0.0,4.0,12.0,0.0,57.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
2024-06-16,0.0,0.0,0.0,6.0,58.0,1.0,100.0,60.0,11.0,0.0,0.0,3.0,0.0,56.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-06-17,0.0,0.0,2.0,18.0,14.0,0.0,100.0,60.0,8.0,0.0,0.0,12.0,0.0,24.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
2024-06-18,0.0,0.0,16.0,20.0,32.0,0.0,100.0,60.0,20.0,0.0,0.0,7.0,0.0,40.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
2024-06-19,0.0,0.0,10.0,12.0,48.0,0.0,100.0,60.0,34.0,0.0,4.0,7.0,0.0,47.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0
2024-06-20,0.0,0.0,3.0,18.0,45.0,1.0,100.0,60.0,39.0,0.0,2.0,6.0,0.0,56.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2024-06-21,0.0,0.0,14.0,35.0,54.0,1.0,100.0,60.0,0.0,0.0,2.0,10.0,0.0,47.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0
2024-06-22,0.0,0.0,8.0,11.0,28.0,0.0,100.0,60.0,45.0,0.0,0.0,2.0,0.0,23.0,4.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2024-06-23,0.0,0.0,10.0,15.0,61.0,2.0,100.0,60.0,50.0,0.0,2.0,8.0,0.0,44.0,19.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2024-06-24,0.0,0.0,12.0,15.0,51.0,0.0,100.0,60.0,27.0,0.0,0.0,20.0,0.0,56.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-06-25,0.0,0.0,4.0,18.0,35.0,0.0,100.0,60.0,31.0,0.0,0.0,6.0,0.0,58.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
2024-06-26,0.0,0.0,4.0,19.0,40.0,0.0,100.0,60.0,22.0,0.0,0.0,6.0,0.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2024-06-27,0.0,0.0,3.0,9.0,42.0,0.0,100.0,60.0,24.0,0.0,5.0,11.0,0.0,61.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
2024-06-28,1.0,0.0,24.0,21.0,60.0,1.0,100.0,60.0,50.0,0.0,3.0,11.0,0.0,46.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-06-29,0.0,0.0,7.0,25.0,57.0,0.0,100.0,60.0,29.0,0.0,0.0,5.0,0.0,54.0,2.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2024-06-30,0.0,0.0,7.0,19.0,53.0,1.0,100.0,60.0,46.0,0.0,2.0,12.0,0.0,75.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0
2024-07-01,0.0,0.0,19.0,26.0,66.0,1.0,100.0,60.0,36.0,0.0,1.0,0.0,0.0,70.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0
2024-07-02,0.0,0.0,8.0,16.0,56.0,3.0,100.0,60.0,21.0,0.0,0.0,4.0,0.0,74.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2024-07-03,0.0,0.0,16.0,17.0,57.0,1.0,100.0,60.0,27.0,0.0,2.0,12.0,0.0,63.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0
2024-07-04,0.0,0.0,9.0,17.0,65.0,0.0,100.0,60.0,26.0,0.0,2.0,4.0,0.0,73.0,6.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,8.0
2024-07-05,0.0,0.0,10.0,11.0,54.0,0.0,100.0,60.0,63.0,0.0,0.0,5.0,0.0,54.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2024-07-06,0.0,0.0,11.0,18.0,66.0,0.0,100.0,60.0,52.0,0.0,0.0,6.0,0.0,76.0,9.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0
2024-07-07,0.0,0.0,2.0,16.0,40.0,0.0,100.0,60.0,53.0,0.0,1.0,16.0,0.0,50.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
2024-07-08,1.0,0.0,16.0,40.0,29.0,0.0,100.0,60.0,31.0,0.0,1.0,8.0,0.0,47.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0
2024-07-09,0.0,0.0,7.0,19.0,49.0,0.0,100.0,60.0,29.0,0.0,0.0,13.0,0.0,62.0,36.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2024-07-10,0.0,0.0,2.0,11.0,36.0,0.0,100.0,60.0,51.0,0.0,3.0,15.0,0.0,57.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
2024-07-11,0.0,0.0,2.0,17.0,59.0,4.0,100.0,60.0,36.0,0.0,3.0,4.0,0.0,56.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2024-07-12,0.0,0.0,9.0,23.0,48.0,0.0,100.0,60.0,26.0,0.0,2.0,8.0,0.0,84.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
2024-07-13,0.0,0.0,8.0,24.0,58.0,0.0,100.0,60.0,34.0,0.0,1.0,13.0,0.0,52.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0
2024-07-14,0.0,0.0,7.0,32.0,46.0,0.0,100.0,60.0,39.0,0.0,1.0,10.0,0.0,77.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
2024-07-15,0.0,0.0,8.0,15.0,62.0,0.0,100.0,60.0,40.0,0.0,2.0,3.0,0.0,85.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2024-07-16,0.0,0.0,13.0,36.0,44.0,0.0,100.0,60.0,45.0,0.0,0.0,8.0,0.0,57.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
2024-07-17,0.0,0.0,11.0,9.0,43.0,1.0,100.0,60.0,31.0,0.0,1.0,9.0,0.0,61.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0
2024-07-18,0.0,0.0,7.0,12.0,54.0,0.0,100.0,60.0,50.0,0.0,0.0,7.0,0.0,92.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
2024-07-19,0.0,0.0,5.0,19.0,55.0,0.0,100.0,60.0,42.0,0.0,1.0,0.0,0.0,76.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
2024-07-20,1.0,0.0,7.0,15.0,22.0,1.0,100.0,60.0,34.0,0.0,1.0,14.0,0.0,59.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2024-07-21,0.0,0.0,9.0,46.0,44.0,0.0,100.0,60.0,52.0,0.0,1.0,9.0,0.0,68.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-22,0.0,0.0,18.0,17.0,51.0,2.0,100.0,60.0,73.0,0.0,4.0,21.0,0.0,102.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
2024-07-23,0.0,0.0,4.0,20.0,57.0,2.0,100.0,60.0,36.0,0.0,1.0,3.0,0.0,64.0,0.0,0.0,0.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0
2024-07-24,1.0,0.0,14.0,13.0,65.0,0.0,100.0,60.0,33.0,0.0,1.0,10.0,0.0,77.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0
2024-07-25,0.0,0.0,11.0,26.0,45.0,0.0,100.0,60.0,66.0,0.0,2.0,11.0,0.0,79.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0
2024-07-26,0.0,0.0,7.0,11.0,36.0,0.0,100.0,60.0,73.0,0.0,0.0,7.0,0.0,56.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
2024-07-27,0.0,0.0,11.0,24.0,45.0,0.0,100.0,60.0,53.0,0.0,1.0,3.0,0.0,86.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
2024-07-28,0.0,0.0,13.0,21.0,51.0,2.0,100.0,60.0,30.0,0.0,1.0,0.0,0.0,72.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
2024-07-29,0.0,0.0,12.0,8.0,74.0,2.0,100.0,60.0,39.0,0.0,0.0,19.0,0.0,62.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0
2024-07-30,0.0,0.0,25.0,38.0,46.0,1.0,100.0,60.0,27.0,0.0,0.0,6.0,0.0,53.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2024-07-31,0.0,0.0,9.0,20.0,30.0,1.0,100.0,60.0,21.0,0.0,1.0,1.0,0.0,52.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0
2024-08-01,0.0,0.0,9.0,42.0,33.0,1.0,100.0,60.0,115.0,0.0,0.0,16.0,0.0,77.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2024-08-02,0.0,0.0,3.0,8.0,42.0,2.0,100.0,60.0,37.0,0.0,0.0,6.0,0.0,56.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
2024-08-03,0.0,0.0,4.0,27.0,56.0,1.0,100.0,60.0,52.0,0.0,1.0,4.0,0.0,54.0,3.0,0.0,0.0,6.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
2024-08-04,0.0,0.0,5.0,17.0,59.0,3.0,100.0,60.0,46.0,0.0,3.0,11.0,0.0,80.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-08-05,2.0,0.0,6.0,31.0,69.0,0.0,100.0,60.0,19.0,0.0,0.0,3.0,0.0,88.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0
2024-08-06,0.0,0.0,4.0,8.0,39.0,0.0,100.0,60.0,36.0,0.0,0.0,1.0,0.0,54.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0
2024-08-07,0.0,0.0,8.0,29.0,67.0,0.0,100.0,60.0,54.0,0.0,0.0,21.0,0.0,78.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
2024-08-08,1.0,1.0,2.0,9.0,36.0,4.0,100.0,60.0,81.0,0.0,4.0,8.0,0.0,59.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
2024-08-09,0.0,0.0,3.0,9.0,49.0,0.0,100.0,60.0,32.0,0.0,2.0,2.0,0.0,86.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
